,champion,voice_line,is_spoken
588,Ahri,It's only a hunt if there's prey.,True
589,Ahri,I wish I could hear all the stories they tell about me.,True
590,Ahri,Usually spirits follow me without question. I prefer a chase.,True
591,Ahri,Spirits are too light for heavy burdens.,True
592,Ahri,"Mortals have two choices, follow me, or don't.",True
593,Ahri,Must spirits run everywhere? Exhausting.,True
594,Ahri,I should get out of the spirit realm more often.,True
595,Ahri,"Life moves pretty quick, but never faster than me.",True
596,Ahri,"Mortals struggle so fiercely, fun!",True
597,Ahri,"Every spirit forgets itself eventually, but I'm always on their horizon.",True
598,Ahri,Souls may forget they've ever lived. Obsession begins when they forget they've died.,True
599,Ahri,Mortals never stop running around and they're so serious about it.,True
600,Ahri,"Spirits wear masks, but they can't always... take them off.",True
601,Ahri,What's so good about life? You just forget it all.,True
602,Ahri,"Lingering spirits lose themselves, but me? I never get lost.",True
603,Ahri,"Mortals see death as a patient hunter, but it's not after them.",True
604,Ahri,The spirit realm is so quiet. This is a nice change of pace.,True
605,Ahri,The forest goes on forever. It only stops... when you do.,True
606,Ahri,"Ah, Cassiopeia. The temptress... without the charm.",True
607,Ahri,Wolf! Lamb! Play with me!,True
608,Ahri,Can Lillia come out to play?,True
609,Ahri,"Riven, how much of you is lost to that blade?",True
610,Ahri,"Teemo, you're so cute. No idea why the others find you so annoying.",True
611,Ahri,Greetings Thresh. Count your spirits lately?,True
612,Ahri,"Careful, Vayne. Pretend hunters get real fangs.",True
613,Ahri,"Hello, Yasuo. Did you ever figure out a leaf's purpose?",True
614,Ahri,Yone! Don't worry! I think you're just as cool as your little brother.,True
615,Ahri,Ahri briefly transforms into her Mega Fox form.,False
616,Ahri,Ahri growls.,False
617,Ahri,Show me your... teeth! Rawr!,True
618,Ahri,Ooooh. Ferocious.,True
619,Ahri,"Ahri turns into a fox and leaps into the spirit realm to hunt, only to have her head become stuck inside.",False
620,Ahri,Let's go hunting! ...Maybe another time?,True
621,Ahri,Hear that?,True
622,Ahri,Most don't forget their sense of humor... unless you never had one?,True
624,Ahri,Ahri dances to a traditional tune playing from her orb.,False
625,Ahri,Sound effect,False
632,Ahri,Don't linger!,True
633,Ahri,Poor unfortunate souls!,True
634,Ahri,Get lost!,True
635,Ahri,You'll get through this.,True
636,Ahri,Follow the fox!,True
637,Ahri,Uh-uh-uhhh.,True
638,Ahri,Death is simple!,True
639,Ahri,Pounce!,True
640,Ahri,Tag!,True
641,Ahri,Time to move on!,True
642,Ahri,Keep up!,True
643,Ahri,It's time to let go!,True
644,Ahri,Let's play!,True
645,Ahri,That's the spirit!,True
646,Ahri,Chase... and play!,True
647,Ahri,Lost and... found!,True
651,Ahri,Ahri imitates a growl.,False
652,Ahri,Snakes! Gross!,True
653,Ahri,Wake up Lillia!,True
654,Ahri,Your chains are illusion Thresh!,True
655,Ahri,Hasagi!,True
656,Ahri,Which brother are you again?,True
662,Ahri,Spirits are calling!,True
663,Ahri,"Cute, aren't they?",True
664,Ahri,Time to show them the way.,True
665,Ahri,Spirit-fire!,True
666,Ahri,Hello little spirits.,True
668,Ahri,Follow.,True
669,Ahri,Rest now.,True
670,Ahri,Don't get lost.,True
671,Ahri,Isn't this easier?,True
672,Ahri,I won't lead you astray.,True
673,Ahri,"Find me, find yourself.",True
674,Ahri,Found you!,True
675,Ahri,Forget everything.,True
676,Ahri,Your path is clear.,True
678,Ahri,My favorite part.,True
679,Ahri,Playtime's just beginning!,True
680,Ahri,Run with me!,True
681,Ahri,A chase then!,True
684,Ahri,Ehehe! That was fun!,True
685,Ahri,You've earned your rest.,True
686,Ahri,One more soul to greet.,True
687,Ahri,Don't worry. I'm here for the next part too.,True
688,Ahri,Go and wander awhile.,True
689,Ahri,It's time for you to go.,True
690,Ahri,Get in touch with your spiritual side.,True
691,Ahri,I know it's hard to let go.,True
692,Ahri,You'll have more fun in your afterlife.,True
693,Ahri,What else can I chase?,True
694,Ahri,"When all goes dark, you'll see a fox. Follow it.",True
695,Ahri,Ehehe! Thanks for playing!,True
696,Ahri,I hope you're happy now.,True
697,Ahri,All you've got to do next is forget.,True
698,Ahri,Got your tail! Ehehe!,True
699,Ahri,"Farewell Wolf, Lamb. Let's play again soon!",True
700,Ahri,"I hope you find peace this time, Lillia.",True
701,Ahri,You'll never catch me dragging that sword around.,True
702,Ahri,"Sorry, Teemo, I'm much better at hide and seek.",True
703,Ahri,You've reached your threshold. Ehehe!,True
704,Ahri,"You need claws to hunt, Vayne.",True
705,Ahri,Death is like the wind.,True
706,Ahri,"I accept your surrender, Yone.",True
707,Ahri,I really enjoy my work!,True
708,Ahri,Ahri hums.,False
709,Ahri,Even spirit should make time for peaceful moments.,True
710,Ahri,A good rest is the best part of the job.,True
711,Ahri,Ugh. I'll..see myself out.,True
712,Ahri,Tag... I'm... it.,True
713,Ahri,Hey... it's... me.,True
715,Ahri,I got caught up in the chase.,True
716,Ahri,Hmph. Didn't need a guide for that one.,True
717,Ahri,Ugh. Like chasing your own tails...,True
721,Ahri,Welcome to Summoner's Rift!,True
722,Ahri,Time to sparkle.,True
723,Ahri,"Ready or not, it's time to sparkle.",True
724,Ahri,It's go time.,True
725,Ahri,Welcome to the Howling Abyss!,True
726,Ahri,Welcome to the Howling Abyss! Watch out for the icy patch.,True
727,Ahri,Welcome to the Twisted Treeline!,True
728,Ahri,Welcome to the Twisted Treeline! Spooky.,True
729,Ahri,Welcome to the Crystal Scar!,True
730,Ahri,"No favoritism, foxy lady, but I hope you win.",True
731,Ahri,Foxy!,True
732,Ahri,Looking good!,True
733,Ahri,Thirty seconds until minions spawn.,True
735,Ahri,"Tick tock, thirty seconds.",True
736,Ahri,Party crashers in thirty seconds.,True
737,Ahri,Put your game face on in thirty seconds.,True
738,Ahri,Get your starlight ready in thirty seconds.,True
739,Ahri,Aww! those cute little minions hit the rift in like thirty seconds.,True
740,Ahri,Thirty seconds until this party starts.,True
741,Ahri,"Here they come, thirty seconds.",True
742,Ahri,You've got like thirty seconds till those little guys show up.,True
743,Ahri,Minions have spawned.,True
744,Ahri,"Minions have spawned, let's light it up.",True
745,Ahri,"Minions have spawned, it's go time.",True
746,Ahri,"Minions have spawned, their robes are so adorable.",True
747,Ahri,The altars will unlock in thirty seconds.,True
748,Ahri,The altars have unlocked.,True
749,Ahri,First blood.,True
751,Ahri,"Blood in, blood ouch.",True
752,Ahri,That's the spirit.,True
753,Ahri,You have slain an enemy.,True
755,Ahri,Oh! That looked fun.,True
756,Ahri,That's one way to beat back the darkness.,True
757,Ahri,"A-Alright, now it's a party.",True
758,Ahri,Stellar.,True
759,Ahri,That's how you do it.,True
760,Ahri,"By the first star, that was hot!",True
761,Ahri,Shine on!,True
762,Ahri,You have been slain.,True
764,Ahri,"Ahah, Kiko says: don't die.",True
765,Ahri,Better luck next time!,True
766,Ahri,Awkward.,True
767,Ahri,"Uh uh, deadsies.",True
768,Ahri,Oops.,True
769,Ahri,They got that one.,True
770,Ahri,"You're dead, for reals.",True
771,Ahri,An enemy has been slain.,True
772,Ahri,The sparkle in their heart is out.,True
773,Ahri,Their twinkle is totally all gone.,True
774,Ahri,Your team is super cool.,True
775,Ahri,An enemy is totes dead.,True
776,Ahri,That's one down.,True
777,Ahri,They didn't know what they were up against.,True
778,Ahri,Your ally has been slain.,True
780,Ahri,Your ally has been slain ...,True
781,Ahri,Your ally's light's been extinguished.,True
782,Ahri,Even stars fall.,True
783,Ahri,Your fellow stars are fading.,True
784,Ahri,Executed!,True
786,Ahri,E-Executed!,True
787,Ahri,Whoops.,True
788,Ahri,Lamesauce.,True
789,Ahri,"Don't worry, I won't tell anybody.",True
790,Ahri,Aced.,True
791,Ahri,Aced!,True
792,Ahri,Aced ...,True
794,Ahri,Eh eh! Aced.,True
796,Ahri,Space-aced!,True
797,Ahri,They're all cosmic dust.,True
798,Ahri,What? No more? sigh,True
799,Ahri,Double kill.,True
800,Ahri,Double kill!,True
803,Ahri,Double kill. How cute.,True
804,Ahri,That's totes adorbs.,True
805,Ahri,"Two for one, always fun.",True
806,Ahri,"Double the fatalities, double the fun.",True
807,Ahri,Triplekill.,True
810,Ahri,Hat trick.,True
811,Ahri,I can't wait for the next one.,True
812,Ahri,Third times the charm.,True
813,Ahri,Quadrakill.,True
814,Ahri,Quadrakill!,True
816,Ahri,The more the merrier.,True
817,Ahri,"That's four, if you're keeping score; which we are.",True
818,Ahri,"That's not five but, who's counting? Oh wait, I am.",True
819,Ahri,Pentakill.,True
820,Ahri,Pentakill!,True
822,Ahri,Pentakill takes penta-skill.,True
823,Ahri,That was... magical.,True
824,Ahri,Five's my lucky number.,True
825,Ahri,I think I'm in love.,True
826,Ahri,"So are you, uh... doing anything after the game?",True
827,Ahri,Enemy doublekill.,True
830,Ahri,Defense! Defense! Defense!,True
831,Ahri,Their light's getting brighter!,True
832,Ahri,Enemy triplekill!,True
833,Ahri,Enemy triplekill.,True
835,Ahri,You're down three.,True
836,Ahri,"Boo, three for them.",True
837,Ahri,Enemy quadrakill.,True
839,Ahri,"Quadrakill? Ugh, more like squadrakill.",True
840,Ahri,"Yuck, four down.",True
841,Ahri,Enemy pentakill!,True
842,Ahri,Enemy pentakill.,True
844,Ahri,"Kiko says: that's five, for them ...",True
845,Ahri,There is no arguing with that.,True
846,Ahri,I guess they brought it.,True
847,Ahri,The light has been extinguished.,True
848,Ahri,Is it too late to root for the other team?,True
849,Ahri,Killing spree!,True
850,Ahri,Killing spree.,True
851,Ahri,Rampage!,True
852,Ahri,Rampage.,True
854,Ahri,Dominating.,True
856,Ahri,Unstoppable.,True
857,Ahri,Unstoppable!,True
858,Ahri,Godlike.,True
860,Ahri,Legendary.,True
861,Ahri,"Legendary, I'll write your name on a star.",True
862,Ahri,"Legendary, the stars will remember you.",True
863,Ahri,Enemy killing spree.,True
864,Ahri,Enemy killing spree!,True
865,Ahri,An enemy is on a killing spree.,True
866,Ahri,Their darkness is spreading.,True
867,Ahri,Enemy rampage.,True
869,Ahri,An enemy is on a rampage.,True
870,Ahri,They're bringing darkness.,True
871,Ahri,An enemy is dominating.,True
872,Ahri,"The universe is like in danger, for reals.",True
873,Ahri,An enemy is unstoppable.,True
874,Ahri,Your starlight is dimming.,True
875,Ahri,An enemy is godlike.,True
876,Ahri,Channel your anger into justice.,True
878,Ahri,An enemy is legendary.,True
879,Ahri,Don't give in.,True
880,Ahri,Shutdown.,True
882,Ahri,Burning bright has its price.,True
883,Ahri,Starlight can't last forever.,True
884,Ahri,I am so bummed out right now.,True
885,Ahri,Your turret has been destroyed.,True
886,Ahri,Your turret is toast.,True
887,Ahri,"Your turret has been destroyed. Don't worry, I never liked that turret anyway.",True
888,Ahri,Turret destroyed.,True
891,Ahri,Your inhibitor has been destroyed.,True
893,Ahri,Your inhibitor is busted.,True
894,Ahri,Your inhibitor just got wrecked.,True
895,Ahri,You have destroyed an inhibitor.,True
896,Ahri,You've shattered their inhibitor.,True
897,Ahri,"Your team has destroyed an inhibitor.""",False
898,Ahri,Your inhibitor is respawning soon.,True
899,Ahri,Your inhib is reforming.,True
900,Ahri,The enemy's inhibitor is respawning soon.,True
901,Ahri,Enemy inhib is reforming.,True
902,Ahri,Victory.,True
904,Ahri,"Victory. Let's throw a sparkle party, I'll bring the stardust.",True
905,Ahri,Victory. Starlight prevails.,True
906,Ahri,Victory. Winning looks so good on you.,True
907,Ahri,Defeat.,True
909,Ahri,You'll get them next time.,True
910,Ahri,Defeat. The important thing is we all learned a valuable lesson.,True
911,Ahri,Defeat. The stars are fading.,True
912,Ahri,A summoner has disconnected.,True
913,Ahri,A summoner has reconnected.,True
914,Ahri,"NOTE: The following voice lines reference normally unannounced circumstances. That is, the classic announcer has similar voicelines that are unused in regular gameplay, and so it is assumed that these were unused.",False
915,Ahri,You are on a killing spree.,True
916,Ahri,That... was awesome.,True
917,Ahri,That was awesome possum.,True
918,Ahri,Be aggressive! B-E aggressive!,True
919,Ahri,You are on a rampage.,True
920,Ahri,For justice maybe.,True
921,Ahri,The stars guide you.,True
922,Ahri,So bright!,True
923,Ahri,You are dominating.,True
924,Ahri,Love it!,True
925,Ahri,Ooh! I love seeing you show off.,True
926,Ahri,The first star rejoices!,True
927,Ahri,You are unstoppable.,True
928,Ahri,The stars see your greatness.,True
929,Ahri,I'm blinded by your starlight.,True
930,Ahri,I've got my eye on you.,True
931,Ahri,You are godlike.,True
932,Ahri,"I have like, all the feels.",True
933,Ahri,You're a shoe-in for MVP.,True
934,Ahri,No guiding star required.,True
935,Ahri,You are legendary.,True
936,Ahri,#Winning.,True
937,Ahri,Amazeballs.,True
938,Ahri,"Stars don't kill people, you do.",True
939,Ahri,Enemy legendary kill.,True
940,Ahri,That's a buzzkill.,True
941,Ahri,"I am like, super bummed out.",True
942,Ahri,Legendary kill.,True
943,Ahri,Nexus under attack.,True
944,Ahri,Your nexus is under attack.,True
945,Ahri,There's no shame in surrender.,True
946,Ahri,Can we just wrap this up?,True
947,Ahri,Your inhibitor has respawned.,True
948,Ahri,Your inhibitor is back in the game.,True
949,Ahri,The enemy's inhibitor has respawned.,True
950,Ahri,Bad news guys.,True
951,Ahri,The battle will begin in 30 seconds.,True
952,Ahri,The battle has begun.,True
953,Ahri,Friendship is magic.,True
954,Ahri,"Star Guardians, show 'em what you're made off.",True
955,Ahri,One of our Guardians is down.,True
956,Ahri,Another Guardian lost!,True
957,Ahri,Guardians look at for each other.,True
958,Ahri,"Come together, now!",True
959,Ahri,"Together, we can do anything!",True
960,Ahri,This is a big one.,True
961,Ahri,Nice work!,True
962,Ahri,"No fear, we can do this!",True
963,Ahri,We did it!,True
964,Ahri,Awesomesauce!,True
965,Ahri,Here they come.,True
966,Ahri,Hang in there!,True
967,Ahri,We make a stand here!,True
968,Ahri,Watch out!,True
969,Ahri,Large wave incoming!,True
970,Ahri,Large threat incoming!,True
971,Ahri,The city is in danger.,True
972,Ahri,They need our help!,True
973,Ahri,Let's get in there.,True
974,Ahri,"Time to save the world, again.",True
975,Ahri,Let's lock and load ladies!,True
976,Ahri,C'mon! Let's light up the night!,True
977,Ahri,Let's go!,True
978,Ahri,We need to keep moving.,True
979,Ahri,Time to move!,True
980,Ahri,Better hustle!,True
